H,He,C,N,O,Ne,Mg,Si,Fe
0.3004952049153632,0.14327700535903748,0.006536250355541001,0.0014002932720409077,0.009993834435743969,0.001677033058397261,0.0006195575149926542,0.0012311042904500447,0.0013328648806631514
0.3009039977299217,0.14342797370339988,0.006538296328298876,0.0014010569589332968,0.00999896117327551,0.00167811243246207,0.0006201871498637926,0.0012317339253211832,0.0013340342025666943
0.3013116701361636,0.14357853844087026,0.006540341918841512,0.0014018124580026281,0.010004073955493865,0.0016791888650478698,0.0006208150688721759,0.0012323618443295665,0.0013352003378679774
0.30171790387404296,0.14372858980225484,0.006542383331745006,0.0014025618249382651,0.010009168848005736,0.0016802615294678354,0.0006214407897838226,0.001232987565241213,0.0013363623909896068
0.3021225572761173,0.14387807839922917,0.006544418859933682,0.0014033059928161052,0.010014244094337923,0.0016813300566696718,0.000622064097318227,0.0012336108727756176,0.0013375199621249298
0.30252563723262565,0.14402700564709625,0.006546448571034004,0.0014040449292073338,0.010019299770371104,0.0016823944626104417,0.0006226850007836761,0.0012342317762410666,0.0013386730685607637
0.3029271506182107,0.1441753729451356,0.006548472532914312,0.001404778601220384,0.010024335951694482,0.0016834547631856625,0.000623303509452555,0.0012348502849099455,0.001339821727517253
0.3033271042920882,0.14432318167655883,0.006550490813688552,0.0014055069754972762,0.010029352713606915,0.0016845109742295438,0.0006239196325614857,0.0012354664080188762,0.0013409659561481242
0.3037255050982175,0.1444704332084651,0.0065525034817200175,0.0014062300182099265,0.01003435013111806,0.001685563111515223,0.0006245333793114652,0.0012360801547688558,0.0013421057715409435
0.30412235986547115,0.144617128891795,0.006554510605625118,0.0014069476950564215,0.010039328278949487,0.0016866111907550005,0.0006251447588680021,0.0012366915343253926,0.0013432411907173692
0.30451767540780666,0.14476327006128464,0.006556512254277185,0.0014076599712572622,0.010044287231535805,0.0016876552276005763,0.0006257537803612546,0.001237300555818645,0.0013443722306334094
0.3049114585244368,0.1449088580354183,0.006558508496810288,0.0014083668115515752,0.010049227063025792,0.0016886952376432816,0.000626360452886166,0.0012379072283435566,0.0013454989081796735
0.30530371600000134,0.14505389411638037,0.006560499402623085,0.0014090681801932892,0.010054147847283488,0.001689731236414313,0.000626964785502601,0.0012385115609599916,0.0013466212401816243
0.3056944546047385,0.14519837959000653,0.0065624850413827,0.0014097640409472794,0.010059049657889318,0.0016907632393849635,0.0006275667872354806,0.001239113562692871,0.001347739243399829
0.3060836810946575,0.14534231572573458,0.006564465483028623,0.00141045435708548,0.010063932568141205,0.001691791261966855,0.0006281664670749173,0.0012397132425323077,0.0013488529345302117
0.30647348048501294,0.1454864723901516,0.006566451392628105,0.0014111427539829887,0.010068822723782874,0.0016928208087190057,0.0006287670360136717,0.0012403138114710623,0.0013499682768450413
0.30686165232439017,0.1456300345666765,0.006568431601804882,0.0014118252889810496,0.010073692507852058,0.0016938460652930383,0.0006293651023485242,0.0012409118778059147,0.00135107897146691
0.3072455777921457,0.14577203106945213,0.006570392346743728,0.0014124978037295564,0.010078509052418113,0.0016948601120274525,0.0006299566296102657,0.0012415034050676562,0.0013521775220958587
0.3076272976382656,0.14591321253904127,0.0065723431838601975,0.001413164837873903,0.010083297944169248,0.0016958683361489161,0.0006305447603477862,0.0012420915358051768,0.001353269764894111
0.308006760460817,0.14605355685932464,0.0065742833407940815,0.001413826865223201,0.010088058523271869,0.0016968705989476838,0.0006311294136470674,0.0012426761891044579,0.001354355549592776
0.30838397076859586,0.14619306402071658,0.006576212798273323,0.0014144839315098493,0.010092790832602738,0.0016978669094631176,0.0006317105947810704,0.001243257370238461,0.001355434885984496
0.3087589392936838,0.14633173647334863,0.006578131621584591,0.0014151360339706726,0.010097494993230871,0.0016988572931746462,0.0006322883186127954,0.0012438350940701859,0.0013565078016719852
0.3091316767597534,0.14646957665809518,0.006580039876017332,0.0014157831697363995,0.010102171126064992,0.0016998417755279091,0.0006328625999855322,0.0012444093754429228,0.0013575743242213534
0.30950219388184685,0.14660658700650564,0.006581937626862541,0.0014164253358314837,0.010106819351850876,0.0017008203819341994,0.0006334334537225349,0.0012449802291799254,0.0013586344811615013
0.3098705013661573,0.14674276994073754,0.006583824939411534,0.0014170625291739325,0.010111439791168738,0.0017017931377699119,0.0006340008946267004,0.001245547670084091,0.001359688299983523
0.31023660990980984,0.14687812787349014,0.006585701878954716,0.001417694746575144,0.010116032564430614,0.0017027600683759924,0.0006345649374802475,0.001246111712937638,0.0013607358081401105
0.31060053020064665,0.14701266320793993,0.006587568510780375,0.0014183219847397526,0.010120597791877793,0.0017037211990573984,0.0006351255970444011,0.0012466723725017917,0.001361777033044967
0.3109622729170113,0.1471463783376757,0.0065894249001734635,0.0014189442402654808,0.010125135593578248,0.0017046765550825572,0.000635682888059077,0.0012472296635164676,0.0013628120020722223
0.311321848727536,0.14727927564663562,0.006591271112414394,0.0014195615096430022,0.010129646089424108,0.0017056261616828336,0.0006362368252425715,0.0012477836006999621,0.0013638407425558552
0.3116792682909295,0.1474113575090446,0.00659310721277783,0.0014201737892558092,0.010134129399129136,0.001706570044052,0.000636787423291252,0.0012483341987486426,0.0013648632817891185
0.31203454225576766,0.14754262628935272,0.006594933266531496,0.0014207810753800907,0.010138585642226245,0.0017075082273457123,0.0006373346968792507,0.0012488814723366412,0.0013658796470239734
0.3123876812602846,0.14767308434217485,0.006596749338934985,0.001421383364184619,0.010143014938065022,0.0017084407366809902,0.0006378786606581628,0.0012494254361155534,0.0013668898654705247
